"id_D";"date_R";"jour";"mois";"annee";"semaine";"id_t_jour";"id_M";"id_S"
"20210992";"24/02/2021";"24";"2";"2021";"8";"1";"50";"216"
"20210993";"25/02/2021";"25";"2";"2021";"8";"1";"50";"216"
"20210994";"26/02/2021";"26";"2";"2021";"8";"1";"50";"216"
"20210995";"01/03/2021";"1";"3";"2021";"9";"1";"51";"217"
"20210996";"02/03/2021";"2";"3";"2021";"9";"1";"51";"217"
"20210997";"03/03/2021";"3";"3";"2021";"9";"1";"51";"217"
"20210998";"04/03/2021";"4";"3";"2021";"9";"1";"51";"217"
"20210999";"05/03/2021";"5";"3";"2021";"9";"1";"51";"217"
"20211000";"08/03/2021";"8";"3";"2021";"10";"1";"51";"218"
"20211001";"09/03/2021";"9";"3";"2021";"10";"1";"51";"218"
"20211002";"10/03/2021";"10";"3";"2021";"10";"1";"51";"218"
"20211003";"11/03/2021";"11";"3";"2021";"10";"1";"51";"218"
"20211004";"12/03/2021";"12";"3";"2021";"10";"1";"51";"218"
"20211005";"15/03/2021";"15";"3";"2021";"11";"1";"51";"219"
"20211006";"16/03/2021";"16";"3";"2021";"11";"1";"51";"219"
"20211007";"17/03/2021";"17";"3";"2021";"11";"1";"51";"219"
"20211008";"18/03/2021";"18";"3";"2021";"11";"1";"51";"219"
"20211009";"19/03/2021";"19";"3";"2021";"11";"1";"51";"219"
"20211010";"22/03/2021";"22";"3";"2021";"12";"1";"51";"220"
"20211011";"23/03/2021";"23";"3";"2021";"12";"1";"51";"220"
"20211012";"24/03/2021";"24";"3";"2021";"12";"1";"51";"220"
"20211013";"25/03/2021";"25";"3";"2021";"12";"1";"51";"220"
"20211014";"26/03/2021";"26";"3";"2021";"12";"1";"51";"220"
"20211015";"29/03/2021";"29";"3";"2021";"13";"1";"51";"221"
"20211016";"30/03/2021";"30";"3";"2021";"13";"1";"51";"221"
"20211017";"31/03/2021";"31";"3";"2021";"13";"1";"51";"221"
"20211018";"01/04/2021";"1";"4";"2021";"13";"1";"52";"221"
"20211019";"02/04/2021";"2";"4";"2021";"13";"1";"52";"221"
"20211020";"05/04/2021";"5";"4";"2021";"14";"1";"52";"222"
"20211021";"06/04/2021";"6";"4";"2021";"14";"1";"52";"222"
"20211022";"07/04/2021";"7";"4";"2021";"14";"1";"52";"222"
"20211023";"08/04/2021";"8";"4";"2021";"14";"1";"52";"222"
"20211024";"09/04/2021";"9";"4";"2021";"14";"1";"52";"222"
"20211025";"12/04/2021";"12";"4";"2021";"15";"1";"52";"223"
"20211026";"13/04/2021";"13";"4";"2021";"15";"1";"52";"223"
"20211027";"14/04/2021";"14";"4";"2021";"15";"1";"52";"223"
"20211028";"15/04/2021";"15";"4";"2021";"15";"1";"52";"223"
"20211029";"16/04/2021";"16";"4";"2021";"15";"1";"52";"223"
"20211030";"19/04/2021";"19";"4";"2021";"16";"1";"52";"224"
"20211031";"20/04/2021";"20";"4";"2021";"16";"1";"52";"224"
"20211032";"21/04/2021";"21";"4";"2021";"16";"1";"52";"224"
"20211033";"22/04/2021";"22";"4";"2021";"16";"1";"52";"224"
"20211034";"23/04/2021";"23";"4";"2021";"16";"1";"52";"224"
"20211035";"26/04/2021";"26";"4";"2021";"17";"1";"52";"225"
"20211036";"27/04/2021";"27";"4";"2021";"17";"1";"52";"225"
"20211037";"28/04/2021";"28";"4";"2021";"17";"1";"52";"225"
"20211038";"29/04/2021";"29";"4";"2021";"17";"1";"52";"225"
"20211039";"30/04/2021";"30";"4";"2021";"17";"1";"52";"225"
"20211040";"03/05/2021";"3";"5";"2021";"18";"1";"53";"226"
"20211041";"04/05/2021";"4";"5";"2021";"18";"1";"53";"226"
"20211042";"05/05/2021";"5";"5";"2021";"18";"1";"53";"226"
"20211043";"06/05/2021";"6";"5";"2021";"18";"1";"53";"226"
"20211044";"07/05/2021";"7";"5";"2021";"18";"1";"53";"226"
"20211045";"10/05/2021";"10";"5";"2021";"19";"1";"53";"227"
"20211046";"11/05/2021";"11";"5";"2021";"19";"1";"53";"227"
"20211047";"12/05/2021";"12";"5";"2021";"19";"1";"53";"227"
"20211048";"13/05/2021";"13";"5";"2021";"19";"1";"53";"227"
"20211049";"14/05/2021";"14";"5";"2021";"19";"1";"53";"227"
"20211050";"17/05/2021";"17";"5";"2021";"20";"1";"53";"228"
"20211051";"18/05/2021";"18";"5";"2021";"20";"1";"53";"228"
"20211052";"19/05/2021";"19";"5";"2021";"20";"1";"53";"228"
"20211053";"20/05/2021";"20";"5";"2021";"20";"1";"53";"228"
"20211054";"21/05/2021";"21";"5";"2021";"20";"1";"53";"228"
"20211055";"24/05/2021";"24";"5";"2021";"21";"1";"53";"229"
"20211056";"25/05/2021";"25";"5";"2021";"21";"1";"53";"229"
"20211057";"26/05/2021";"26";"5";"2021";"21";"1";"53";"229"
"20211058";"27/05/2021";"27";"5";"2021";"21";"1";"53";"229"
"20211059";"28/05/2021";"28";"5";"2021";"21";"1";"53";"229"
"20211060";"31/05/2021";"31";"5";"2021";"22";"1";"53";"230"
"20211061";"01/06/2021";"1";"6";"2021";"22";"1";"54";"230"
"20211062";"02/06/2021";"2";"6";"2021";"22";"1";"54";"230"
"20211063";"03/06/2021";"3";"6";"2021";"22";"1";"54";"230"
"20211064";"04/06/2021";"4";"6";"2021";"22";"1";"54";"230"
"20211065";"07/06/2021";"7";"6";"2021";"23";"1";"54";"231"
"20211066";"08/06/2021";"8";"6";"2021";"23";"1";"54";"231"
"20211067";"09/06/2021";"9";"6";"2021";"23";"1";"54";"231"
"20211068";"10/06/2021";"10";"6";"2021";"23";"1";"54";"231"
"20211069";"11/06/2021";"11";"6";"2021";"23";"1";"54";"231"
"20211070";"14/06/2021";"14";"6";"2021";"24";"1";"54";"232"
"20211071";"15/06/2021";"15";"6";"2021";"24";"1";"54";"232"
"20211072";"16/06/2021";"16";"6";"2021";"24";"1";"54";"232"
"20211073";"17/06/2021";"17";"6";"2021";"24";"1";"54";"232"
"20211074";"18/06/2021";"18";"6";"2021";"24";"1";"54";"232"
"20211075";"21/06/2021";"21";"6";"2021";"25";"1";"54";"233"
"20211076";"22/06/2021";"22";"6";"2021";"25";"1";"54";"233"
"20211077";"23/06/2021";"23";"6";"2021";"25";"1";"54";"233"
"20211078";"24/06/2021";"24";"6";"2021";"25";"1";"54";"233"
"20211079";"25/06/2021";"25";"6";"2021";"25";"1";"54";"233"
"20211080";"28/06/2021";"28";"6";"2021";"26";"1";"54";"234"
"20211081";"29/06/2021";"29";"6";"2021";"26";"1";"54";"234"
"20211082";"30/06/2021";"30";"6";"2021";"26";"1";"54";"234"
"20211083";"01/07/2021";"1";"7";"2021";"26";"1";"55";"234"
"20211084";"02/07/2021";"2";"7";"2021";"26";"1";"55";"234"
"20211085";"05/07/2021";"5";"7";"2021";"27";"1";"55";"235"
"20211086";"06/07/2021";"6";"7";"2021";"27";"1";"55";"235"
"20211087";"07/07/2021";"7";"7";"2021";"27";"1";"55";"235"
"20211088";"08/07/2021";"8";"7";"2021";"27";"1";"55";"235"
"20211089";"09/07/2021";"9";"7";"2021";"27";"1";"55";"235"
"20211090";"12/07/2021";"12";"7";"2021";"28";"1";"55";"236"
"20211091";"13/07/2021";"13";"7";"2021";"28";"1";"55";"236"
"20211092";"14/07/2021";"14";"7";"2021";"28";"1";"55";"236"
"20211093";"15/07/2021";"15";"7";"2021";"28";"1";"55";"236"
"20211094";"16/07/2021";"16";"7";"2021";"28";"1";"55";"236"
"20211095";"19/07/2021";"19";"7";"2021";"29";"1";"55";"237"
"20211096";"20/07/2021";"20";"7";"2021";"29";"1";"55";"237"
"20211097";"21/07/2021";"21";"7";"2021";"29";"1";"55";"237"
"20211098";"22/07/2021";"22";"7";"2021";"29";"1";"55";"237"
"20211099";"23/07/2021";"23";"7";"2021";"29";"1";"55";"237"
"20211100";"26/07/2021";"26";"7";"2021";"30";"1";"55";"238"
"20211101";"27/07/2021";"27";"7";"2021";"30";"1";"55";"238"
"20211102";"28/07/2021";"28";"7";"2021";"30";"1";"55";"238"
"20211103";"29/07/2021";"29";"7";"2021";"30";"1";"55";"238"
"20211104";"30/07/2021";"30";"7";"2021";"30";"1";"55";"238"
"20211105";"02/08/2021";"2";"8";"2021";"31";"1";"56";"239"
"20211106";"03/08/2021";"3";"8";"2021";"31";"1";"56";"239"
"20211107";"04/08/2021";"4";"8";"2021";"31";"1";"56";"239"
"20211108";"05/08/2021";"5";"8";"2021";"31";"1";"56";"239"
"20211109";"06/08/2021";"6";"8";"2021";"31";"1";"56";"239"
"20211110";"09/08/2021";"9";"8";"2021";"32";"1";"56";"240"
"20211111";"10/08/2021";"10";"8";"2021";"32";"1";"56";"240"
"20211112";"11/08/2021";"11";"8";"2021";"32";"1";"56";"240"
"20211113";"12/08/2021";"12";"8";"2021";"32";"1";"56";"240"
"20211114";"13/08/2021";"13";"8";"2021";"32";"1";"56";"240"
"20211115";"16/08/2021";"16";"8";"2021";"33";"1";"56";"241"
"20211116";"17/08/2021";"17";"8";"2021";"33";"1";"56";"241"
"20211117";"18/08/2021";"18";"8";"2021";"33";"1";"56";"241"
"20211118";"19/08/2021";"19";"8";"2021";"33";"1";"56";"241"
"20211119";"20/08/2021";"20";"8";"2021";"33";"1";"56";"241"
"20211120";"23/08/2021";"23";"8";"2021";"34";"1";"56";"242"
"20211121";"24/08/2021";"24";"8";"2021";"34";"1";"56";"242"
"20211122";"25/08/2021";"25";"8";"2021";"34";"1";"56";"242"
"20211123";"26/08/2021";"26";"8";"2021";"34";"1";"56";"242"
"20211124";"27/08/2021";"27";"8";"2021";"34";"1";"56";"242"
"20211125";"30/08/2021";"30";"8";"2021";"35";"1";"56";"243"
"20211126";"31/08/2021";"31";"8";"2021";"35";"1";"56";"243"
"20211127";"01/10/2021";"1";"10";"2021";"39";"1";"58";"247"
"20211128";"04/10/2021";"4";"10";"2021";"40";"1";"58";"248"
"20211129";"05/10/2021";"5";"10";"2021";"40";"1";"58";"248"
"20211130";"06/10/2021";"6";"10";"2021";"40";"1";"58";"248"
"20211131";"07/10/2021";"7";"10";"2021";"40";"1";"58";"248"
"20211132";"08/10/2021";"8";"10";"2021";"40";"1";"58";"248"
"20211133";"11/10/2021";"11";"10";"2021";"41";"1";"58";"249"
"20211134";"12/10/2021";"12";"10";"2021";"41";"1";"58";"249"
"20211135";"13/10/2021";"13";"10";"2021";"41";"1";"58";"249"
"20211136";"14/10/2021";"14";"10";"2021";"41";"1";"58";"249"
"20211137";"15/10/2021";"15";"10";"2021";"41";"1";"58";"249"
"20211138";"18/10/2021";"18";"10";"2021";"42";"1";"58";"250"
"20211139";"19/10/2021";"19";"10";"2021";"42";"1";"58";"250"
"20211140";"20/10/2021";"20";"10";"2021";"42";"1";"58";"250"
"20211141";"21/10/2021";"21";"10";"2021";"42";"1";"58";"250"
"20211142";"22/10/2021";"22";"10";"2021";"42";"1";"58";"250"
"20211143";"25/10/2021";"25";"10";"2021";"43";"1";"58";"251"
"20211144";"26/10/2021";"26";"10";"2021";"43";"1";"58";"251"
"20211145";"27/10/2021";"27";"10";"2021";"43";"1";"58";"251"
"20211146";"28/10/2021";"28";"10";"2021";"43";"1";"58";"251"
"20211147";"29/10/2021";"29";"10";"2021";"43";"1";"58";"251"
"20211148";"01/11/2021";"1";"11";"2021";"44";"1";"59";"252"
"20211149";"02/11/2021";"2";"11";"2021";"44";"1";"59";"252"
"20211150";"03/11/2021";"3";"11";"2021";"44";"1";"59";"252"
"20211151";"04/11/2021";"4";"11";"2021";"44";"1";"59";"252"
"20211152";"05/11/2021";"5";"11";"2021";"44";"1";"59";"252"
"20211153";"08/11/2021";"8";"11";"2021";"45";"1";"59";"253"
"20211154";"09/11/2021";"9";"11";"2021";"45";"1";"59";"253"
"20211155";"10/11/2021";"10";"11";"2021";"45";"1";"59";"253"
"20211156";"11/11/2021";"11";"11";"2021";"45";"1";"59";"253"
"20211157";"12/11/2021";"12";"11";"2021";"45";"1";"59";"253"
"20211158";"15/11/2021";"15";"11";"2021";"46";"1";"59";"254"
"20211159";"16/11/2021";"16";"11";"2021";"46";"1";"59";"254"
"20211160";"17/11/2021";"17";"11";"2021";"46";"1";"59";"254"
"20211161";"18/11/2021";"18";"11";"2021";"46";"1";"59";"254"
"20211162";"19/11/2021";"19";"11";"2021";"46";"1";"59";"254"
"20211163";"22/11/2021";"22";"11";"2021";"47";"1";"59";"255"
"20211164";"23/11/2021";"23";"11";"2021";"47";"1";"59";"255"
"20211165";"24/11/2021";"24";"11";"2021";"47";"1";"59";"255"
"20211166";"25/11/2021";"25";"11";"2021";"47";"1";"59";"255"
"20211167";"26/11/2021";"26";"11";"2021";"47";"1";"59";"255"
"20211168";"29/11/2021";"29";"11";"2021";"48";"1";"59";"256"
"20211169";"30/11/2021";"30";"11";"2021";"48";"1";"59";"256"
"20211170";"01/12/2021";"1";"12";"2021";"48";"1";"60";"256"
"20211171";"02/12/2021";"2";"12";"2021";"48";"1";"60";"256"
"20211172";"03/12/2021";"3";"12";"2021";"48";"1";"60";"256"
"20211173";"06/12/2021";"6";"12";"2021";"49";"1";"60";"257"
"20211174";"07/12/2021";"7";"12";"2021";"49";"1";"60";"257"
"20211175";"08/12/2021";"8";"12";"2021";"49";"1";"60";"257"
"20211176";"09/12/2021";"9";"12";"2021";"49";"1";"60";"257"
"20211177";"10/12/2021";"10";"12";"2021";"49";"1";"60";"257"
"20211178";"13/12/2021";"13";"12";"2021";"50";"1";"60";"258"
"20211179";"14/12/2021";"14";"12";"2021";"50";"1";"60";"258"
"20211180";"15/12/2021";"15";"12";"2021";"50";"1";"60";"258"
"20211181";"16/12/2021";"16";"12";"2021";"50";"1";"60";"258"
"20211182";"17/12/2021";"17";"12";"2021";"50";"1";"60";"258"
"20211183";"20/12/2021";"20";"12";"2021";"51";"1";"60";"259"
"20211184";"21/12/2021";"21";"12";"2021";"51";"1";"60";"259"
"20211185";"22/12/2021";"22";"12";"2021";"51";"1";"60";"259"
"20211186";"23/12/2021";"23";"12";"2021";"51";"1";"60";"259"
"20211187";"24/12/2021";"24";"12";"2021";"51";"1";"60";"259"
"20211188";"27/12/2021";"27";"12";"2021";"52";"1";"60";"260"
"20211189";"28/12/2021";"28";"12";"2021";"52";"1";"60";"260"
"20211190";"29/12/2021";"29";"12";"2021";"52";"1";"60";"260"
"20211191";"30/12/2021";"30";"12";"2021";"52";"1";"60";"260"
"20211192";"31/12/2021";"31";"12";"2021";"52";"1";"60";"260"
"20221193";"03/01/2022";"3";"1";"2022";"1";"1";"61";"261"
"20221194";"04/01/2022";"4";"1";"2022";"1";"1";"61";"261"
"20221195";"05/01/2022";"5";"1";"2022";"1";"1";"61";"261"
"20221196";"06/01/2022";"6";"1";"2022";"1";"1";"61";"261"
"20221197";"07/01/2022";"7";"1";"2022";"1";"1";"61";"261"
"20221198";"10/01/2022";"10";"1";"2022";"2";"1";"61";"262"
"20221199";"11/01/2022";"11";"1";"2022";"2";"1";"61";"262"
"20221200";"12/01/2022";"12";"1";"2022";"2";"1";"61";"262"
"20221201";"13/01/2022";"13";"1";"2022";"2";"1";"61";"262"
"20221202";"14/01/2022";"14";"1";"2022";"2";"1";"61";"262"
"20221203";"17/01/2022";"17";"1";"2022";"3";"1";"61";"263"
"20221204";"18/01/2022";"18";"1";"2022";"3";"1";"61";"263"
"20221205";"19/01/2022";"19";"1";"2022";"3";"1";"61";"263"
"20221206";"20/01/2022";"20";"1";"2022";"3";"1";"61";"263"
"20221207";"21/01/2022";"21";"1";"2022";"3";"1";"61";"263"
"20221208";"24/01/2022";"24";"1";"2022";"4";"1";"61";"264"
"20221209";"25/01/2022";"25";"1";"2022";"4";"1";"61";"264"
"20221210";"26/01/2022";"26";"1";"2022";"4";"1";"61";"264"
"20221211";"27/01/2022";"27";"1";"2022";"4";"1";"61";"264"
"20221212";"28/01/2022";"28";"1";"2022";"4";"1";"61";"264"
"20221213";"29/01/2022";"29";"1";"2022";"4";"1";"61";"264"
"20221214";"01/02/2022";"1";"2";"2022";"5";"1";"62";"265"
"20221215";"02/02/2022";"2";"2";"2022";"5";"1";"62";"265"
"20221216";"03/02/2022";"3";"2";"2022";"5";"1";"62";"265"
"20221217";"04/02/2022";"4";"2";"2022";"5";"1";"62";"265"
"20221218";"07/02/2022";"7";"2";"2022";"6";"1";"62";"266"
"20221219";"08/02/2022";"8";"2";"2022";"6";"1";"62";"266"
"20221220";"09/02/2022";"9";"2";"2022";"6";"1";"62";"266"
"20221221";"10/02/2022";"10";"2";"2022";"6";"1";"62";"266"
"20221222";"11/02/2022";"11";"2";"2022";"6";"1";"62";"266"
"20221223";"14/02/2022";"14";"2";"2022";"7";"1";"62";"267"
"20221224";"15/02/2022";"15";"2";"2022";"7";"1";"62";"267"
"20221225";"16/02/2022";"16";"2";"2022";"7";"1";"62";"267"
"20221226";"17/02/2022";"17";"2";"2022";"7";"1";"62";"267"
"20221227";"18/02/2022";"18";"2";"2022";"7";"1";"62";"267"
"20221228";"21/02/2022";"21";"2";"2022";"8";"1";"62";"268"
"20221229";"22/02/2022";"22";"2";"2022";"8";"1";"62";"268"
"20221230";"23/02/2022";"23";"2";"2022";"8";"1";"62";"268"
"20221231";"24/02/2022";"24";"2";"2022";"8";"1";"62";"268"
"20221232";"25/02/2022";"25";"2";"2022";"8";"1";"62";"268"
"20221233";"28/02/2022";"28";"2";"2022";"9";"1";"62";"269"
"20221234";"01/03/2022";"1";"3";"2022";"9";"1";"63";"269"
"20221235";"02/03/2022";"2";"3";"2022";"9";"1";"63";"269"
"20221236";"03/03/2022";"3";"3";"2022";"9";"1";"63";"269"
"20221237";"04/03/2022";"4";"3";"2022";"9";"1";"63";"269"
"20221238";"07/03/2022";"7";"3";"2022";"10";"1";"63";"270"
"20221239";"08/03/2022";"8";"3";"2022";"10";"1";"63";"270"
"20221240";"09/03/2022";"9";"3";"2022";"10";"1";"63";"270"
"20221241";"10/03/2022";"10";"3";"2022";"10";"1";"63";"270"
"20221242";"11/03/2022";"11";"3";"2022";"10";"1";"63";"270"
"20221243";"14/03/2022";"14";"3";"2022";"11";"1";"63";"271"
"20221244";"15/03/2022";"15";"3";"2022";"11";"1";"63";"271"
"20221245";"16/03/2022";"16";"3";"2022";"11";"1";"63";"271"
"20221246";"17/03/2022";"17";"3";"2022";"11";"1";"63";"271"
"20221247";"18/03/2022";"18";"3";"2022";"11";"1";"63";"271"
"20221248";"21/03/2022";"21";"3";"2022";"12";"1";"63";"272"
"20221249";"22/03/2022";"22";"3";"2022";"12";"1";"63";"272"
"20221250";"23/03/2022";"23";"3";"2022";"12";"1";"63";"272"
"20221251";"24/03/2022";"24";"3";"2022";"12";"1";"63";"272"
"20221252";"25/03/2022";"25";"3";"2022";"12";"1";"63";"272"
"20221253";"28/03/2022";"28";"3";"2022";"13";"1";"63";"273"
"20221254";"29/03/2022";"29";"3";"2022";"13";"1";"63";"273"
"20221255";"30/03/2022";"30";"3";"2022";"13";"1";"63";"273"
"20221256";"31/03/2022";"31";"3";"2022";"13";"1";"63";"273"
"20221257";"01/04/2022";"1";"4";"2022";"13";"1";"64";"273"
"20221258";"04/04/2022";"4";"4";"2022";"14";"1";"64";"274"
"20221259";"05/04/2022";"5";"4";"2022";"14";"1";"64";"274"
"20221260";"06/04/2022";"6";"4";"2022";"14";"1";"64";"274"
"20221261";"07/04/2022";"7";"4";"2022";"14";"1";"64";"274"
"20221262";"08/04/2022";"8";"4";"2022";"14";"1";"64";"274"
"20221263";"11/04/2022";"11";"4";"2022";"15";"1";"64";"275"
"20221264";"12/04/2022";"12";"4";"2022";"15";"1";"64";"275"
"20221265";"13/04/2022";"13";"4";"2022";"15";"1";"64";"275"
"20221266";"14/04/2022";"14";"4";"2022";"15";"1";"64";"275"
"20221267";"15/04/2022";"15";"4";"2022";"15";"1";"64";"275"
"20221268";"18/04/2022";"18";"4";"2022";"16";"1";"64";"276"
"20221269";"19/04/2022";"19";"4";"2022";"16";"1";"64";"276"
"20221270";"20/04/2022";"20";"4";"2022";"16";"1";"64";"276"
"20221271";"21/04/2022";"21";"4";"2022";"16";"1";"64";"276"
"20221272";"22/04/2022";"22";"4";"2022";"16";"1";"64";"276"
"20221273";"25/04/2022";"25";"4";"2022";"17";"1";"64";"277"
"20221274";"26/04/2022";"26";"4";"2022";"17";"1";"64";"277"
"20221275";"27/04/2022";"27";"4";"2022";"17";"1";"64";"277"
"20221276";"28/04/2022";"28";"4";"2022";"17";"1";"64";"277"
"20221277";"29/04/2022";"29";"4";"2022";"17";"1";"64";"277"
"20221278";"02/05/2022";"2";"5";"2022";"18";"1";"65";"278"
"20221279";"03/05/2022";"3";"5";"2022";"18";"1";"65";"278"
"20221280";"04/05/2022";"4";"5";"2022";"18";"1";"65";"278"
"20221281";"05/05/2022";"5";"5";"2022";"18";"1";"65";"278"
"20221282";"06/05/2022";"6";"5";"2022";"18";"1";"65";"278"
"20221283";"09/05/2022";"9";"5";"2022";"19";"1";"65";"279"
"20221284";"10/05/2022";"10";"5";"2022";"19";"1";"65";"279"
"20221285";"11/05/2022";"11";"5";"2022";"19";"1";"65";"279"
"20221286";"12/05/2022";"12";"5";"2022";"19";"1";"65";"279"
"20221287";"13/05/2022";"13";"5";"2022";"19";"1";"65";"279"
"20221288";"16/05/2022";"16";"5";"2022";"20";"1";"65";"280"
"20221289";"17/05/2022";"17";"5";"2022";"20";"1";"65";"280"
"20221290";"18/05/2022";"18";"5";"2022";"20";"1";"65";"280"
"20221291";"19/05/2022";"19";"5";"2022";"20";"1";"65";"280"
"20221292";"20/05/2022";"20";"5";"2022";"20";"1";"65";"280"
"20221293";"23/05/2022";"23";"5";"2022";"21";"1";"65";"281"
"20221294";"24/05/2022";"24";"5";"2022";"21";"1";"65";"281"
"20221295";"25/05/2022";"25";"5";"2022";"21";"1";"65";"281"
"20221296";"26/05/2022";"26";"5";"2022";"21";"1";"65";"281"
"20221297";"27/05/2022";"27";"5";"2022";"21";"1";"65";"281"
"20221298";"30/05/2022";"30";"5";"2022";"22";"1";"65";"282"
"20221299";"01/06/2022";"1";"6";"2022";"22";"1";"66";"282"
"20221300";"02/06/2022";"2";"6";"2022";"22";"1";"66";"282"
"20221301";"03/06/2022";"3";"6";"2022";"22";"1";"66";"282"
"20221302";"06/06/2022";"6";"6";"2022";"23";"1";"66";"283"
"20221303";"07/06/2022";"7";"6";"2022";"23";"1";"66";"283"
"20221304";"08/06/2022";"8";"6";"2022";"23";"1";"66";"283"
"20221305";"09/06/2022";"9";"6";"2022";"23";"1";"66";"283"
"20221306";"10/06/2022";"10";"6";"2022";"23";"1";"66";"283"
"20221307";"13/06/2022";"13";"6";"2022";"24";"1";"66";"284"
"20221308";"14/06/2022";"14";"6";"2022";"24";"1";"66";"284"
"20221309";"15/06/2022";"15";"6";"2022";"24";"1";"66";"284"
"20221310";"16/06/2022";"16";"6";"2022";"24";"1";"66";"284"
"20221311";"17/06/2022";"17";"6";"2022";"24";"1";"66";"284"
"20221312";"20/06/2022";"20";"6";"2022";"25";"1";"66";"285"
"20221313";"21/06/2022";"21";"6";"2022";"25";"1";"66";"285"
"20221314";"22/06/2022";"22";"6";"2022";"25";"1";"66";"285"
"20221315";"23/06/2022";"23";"6";"2022";"25";"1";"66";"285"
"20221316";"24/06/2022";"24";"6";"2022";"25";"1";"66";"285"
"20221317";"27/06/2022";"27";"6";"2022";"26";"1";"66";"286"
"20221318";"28/06/2022";"28";"6";"2022";"26";"1";"66";"286"
"20221319";"01/07/2022";"1";"7";"2022";"26";"1";"67";"286"
"20221320";"04/07/2022";"4";"7";"2022";"27";"1";"67";"287"
"20221321";"05/07/2022";"5";"7";"2022";"27";"1";"67";"287"
"20221322";"06/07/2022";"6";"7";"2022";"27";"1";"67";"287"
"20221323";"07/07/2022";"7";"7";"2022";"27";"1";"67";"287"
"20221324";"08/07/2022";"8";"7";"2022";"27";"1";"67";"287"
"20221325";"11/07/2022";"11";"7";"2022";"28";"1";"67";"288"
"20221326";"12/07/2022";"12";"7";"2022";"28";"1";"67";"288"
"20221327";"13/07/2022";"13";"7";"2022";"28";"1";"67";"288"
"20221328";"14/07/2022";"14";"7";"2022";"28";"1";"67";"288"
"20221329";"15/07/2022";"15";"7";"2022";"28";"1";"67";"288"
"20221330";"18/07/2022";"18";"7";"2022";"29";"1";"67";"289"
"20221331";"19/07/2022";"19";"7";"2022";"29";"1";"67";"289"
"20221332";"20/07/2022";"20";"7";"2022";"29";"1";"67";"289"
"20221333";"21/07/2022";"21";"7";"2022";"29";"1";"67";"289"
"20221334";"22/07/2022";"22";"7";"2022";"29";"1";"67";"289"
"20221335";"25/07/2022";"25";"7";"2022";"30";"1";"67";"290"
"20221336";"26/07/2022";"26";"7";"2022";"30";"1";"67";"290"
"20221337";"27/07/2022";"27";"7";"2022";"30";"1";"67";"290"
"20221338";"28/07/2022";"28";"7";"2022";"30";"1";"67";"290"
"20221339";"29/07/2022";"29";"7";"2022";"30";"1";"67";"290"
"20221340";"01/08/2022";"1";"8";"2022";"31";"1";"68";"291"
"20221341";"02/08/2022";"2";"8";"2022";"31";"1";"68";"291"
"20221342";"03/08/2022";"3";"8";"2022";"31";"1";"68";"291"
"20221343";"04/08/2022";"4";"8";"2022";"31";"1";"68";"291"
"20221344";"05/08/2022";"5";"8";"2022";"31";"1";"68";"291"
"20221345";"08/08/2022";"8";"8";"2022";"32";"1";"68";"292"
"20221346";"09/08/2022";"9";"8";"2022";"32";"1";"68";"292"
"20221347";"10/08/2022";"10";"8";"2022";"32";"1";"68";"292"
"20221348";"11/08/2022";"11";"8";"2022";"32";"1";"68";"292"
"20221349";"12/08/2022";"12";"8";"2022";"32";"1";"68";"292"
"20221350";"15/08/2022";"15";"8";"2022";"33";"1";"68";"293"
"20221351";"16/08/2022";"16";"8";"2022";"33";"1";"68";"293"
"20221352";"17/08/2022";"17";"8";"2022";"33";"1";"68";"293"
"20221353";"18/08/2022";"18";"8";"2022";"33";"1";"68";"293"
"20221354";"19/08/2022";"19";"8";"2022";"33";"1";"68";"293"
"20221355";"22/08/2022";"22";"8";"2022";"34";"1";"68";"294"
"20221356";"23/08/2022";"23";"8";"2022";"34";"1";"68";"294"
"20221357";"24/08/2022";"24";"8";"2022";"34";"1";"68";"294"
"20221358";"25/08/2022";"25";"8";"2022";"34";"1";"68";"294"
"20221359";"26/08/2022";"26";"8";"2022";"34";"1";"68";"294"
"20221360";"29/08/2022";"29";"8";"2022";"35";"1";"68";"295"
"20221361";"30/08/2022";"30";"8";"2022";"35";"1";"68";"295"
"20221362";"31/08/2022";"31";"8";"2022";"35";"1";"68";"295"
"20221363";"01/09/2022";"1";"9";"2022";"35";"1";"69";"295"
"20221364";"02/09/2022";"2";"9";"2022";"35";"1";"69";"295"
"20221365";"05/09/2022";"5";"9";"2022";"36";"1";"69";"296"
"20221366";"06/09/2022";"6";"9";"2022";"36";"1";"69";"296"
"20221367";"07/09/2022";"7";"9";"2022";"36";"1";"69";"296"
"20221368";"08/09/2022";"8";"9";"2022";"36";"1";"69";"296"
"20221369";"09/09/2022";"9";"9";"2022";"36";"1";"69";"296"
"20221370";"12/09/2022";"12";"9";"2022";"37";"1";"69";"297"
"20221371";"13/09/2022";"13";"9";"2022";"37";"1";"69";"297"
"20221372";"14/09/2022";"14";"9";"2022";"37";"1";"69";"297"
"20221373";"15/09/2022";"15";"9";"2022";"37";"1";"69";"297"
"20221374";"16/09/2022";"16";"9";"2022";"37";"1";"69";"297"
"20221375";"19/09/2022";"19";"9";"2022";"38";"1";"69";"298"
"20221376";"20/09/2022";"20";"9";"2022";"38";"1";"69";"298"
"20221377";"21/09/2022";"21";"9";"2022";"38";"1";"69";"298"
"20221378";"22/09/2022";"22";"9";"2022";"38";"1";"69";"298"
